ticker,company_name,sector,industry,entry_date,entry_signal,entry_price,exit_date,exit_reason,exit_price,holding_days,return_pct,pnl_dollar,confidence_score,trigger_reason,trigger_accession,trigger_url,local_source_file
DE,Deere & Company,Industrials,Industrial Machinery,2021-01-11,HEAVY_SELL_EXIT,202.39,2021-02-10,STOP_LOSS_EXIT,182.15,30,-10.0,-1000.0,75,"Heavy Sell Exit: 2 executives sold $1,496,974.00 over 14 days",0000315189-21-000011,https://www.sec.gov/edgar/browse/?CIK=0000315189,data/industries/industrials/industrial_machinery/DE_insider_trades.csv
ADBE,Adobe Inc.,Information Technology,Software - Infrastructure,2021-01-13,CLUSTER_BUY,128.6,2021-03-27,TAKE_PROFIT_TARGET,160.75,73,25.0,2500.0,75,"Cluster Buy Trigger: 2 independent insiders purchased $1,474,298.00 within 14 days",0000796343-21-000002,https://www.sec.gov/edgar/browse/?CIK=0000796343,data/industries/information_technology/software_infrastructure/ADBE_insider_trades.csv
DE,Deere & Company,Industrials,Industrial Machinery,2021-01-13,HEAVY_SELL_EXIT,85.68,2021-04-13,HOLDING_PERIOD_EXIT,96.99,90,13.2,1320.0,75,"Heavy Sell Exit: 2 executives sold $1,496,974.00 over 14 days",0000315189-21-000011,https://www.sec.gov/edgar/browse/?CIK=0000315189,data/industries/industrials/industrial_machinery/DE_insider_trades.csv
META,Meta Platforms Inc.,Communication Services,Internet Content & Information,2021-01-14,CONVICTION_BUY,117.22,2021-04-13,TAKE_PROFIT_TARGET,146.53,89,25.0,2500.0,90,"C-Suite Conviction Buy: Insider_META_2021_9 (Chief Financial Officer) open-market purchase of $663,135.00",0001326801-21-000009,https://www.sec.gov/edgar/browse/?CIK=0001326801,data/industries/communication_services/internet_content_information/META_insider_trades.csv
DE,Deere & Company,Industrials,Industrial Machinery,2021-01-17,HEAVY_SELL_EXIT,258.04,2021-04-17,HOLDING_PERIOD_EXIT,244.88,90,-5.1,-510.0,75,"Heavy Sell Exit: 2 executives sold $1,496,974.00 over 14 days",0000315189-21-000011,https://www.sec.gov/edgar/browse/?CIK=0000315189,data/industries/industrials/industrial_machinery/DE_insider_trades.csv
WMT,Walmart Inc.,Consumer Staples,Discount Stores,2021-01-21,HEAVY_SELL_EXIT,133.59,2021-04-21,HOLDING_PERIOD_EXIT,146.09,90,9.36,936.0,75,"Heavy Sell Exit: 2 executives sold $1,018,884.00 over 14 days",0000104169-21-000007,https://www.sec.gov/edgar/browse/?CIK=0000104169,data/industries/consumer_staples/discount_stores/WMT_insider_trades.csv
SCHW,The Charles Schwab Corporation,Financials,Capital Markets,2021-01-22,CONVICTION_BUY,199.71,2021-04-22,HOLDING_PERIOD_EXIT,227.75,90,14.04,1404.0,90,"C-Suite Conviction Buy: Insider_SCHW_2021_3 (Chief Executive Officer) open-market purchase of $858,636.00",0000316709-21-000003,https://www.sec.gov/edgar/browse/?CIK=0000316709,data/industries/financials/capital_markets/SCHW_insider_trades.csv
BA,The Boeing Company,Industrials,Aerospace & Defense,2021-01-22,CONVICTION_BUY,245.57,2021-04-22,HOLDING_PERIOD_EXIT,273.86,90,11.52,1152.0,90,"C-Suite Conviction Buy: Insider_BA_2021_6 (Chief Financial Officer) open-market purchase of $608,385.00",0000012927-21-000006,https://www.sec.gov/edgar/browse/?CIK=0000012927,data/industries/industrials/aerospace_defense/BA_insider_trades.csv
CAT,Caterpillar Inc.,Industrials,Industrial Machinery,2021-01-22,HEAVY_SELL_EXIT,190.24,2021-04-22,HOLDING_PERIOD_EXIT,172.36,90,-9.4,-940.0,80,"Heavy Sell Exit: 2 executives sold $1,629,710.00 over 14 days",0000018230-21-000006,https://www.sec.gov/edgar/browse/?CIK=0000018230,data/industries/industrials/industrial_machinery/CAT_insider_trades.csv
PLD,Prologis Inc.,Real Estate,REIT - Industrial,2021-01-23,HEAVY_SELL_EXIT,106.91,2021-04-23,HOLDING_PERIOD_EXIT,97.07,90,-9.2,-920.0,75,"Heavy Sell Exit: 2 executives sold $1,182,821.00 over 14 days",0001045609-21-000009,https://www.sec.gov/edgar/browse/?CIK=0001045609,data/industries/real_estate/reit_industrial/PLD_insider_trades.csv
