ticker,company_name,sector,industry,entry_date,entry_signal,entry_price,exit_date,exit_reason,exit_price,holding_days,return_pct,pnl_dollar,confidence_score,trigger_reason,trigger_accession,trigger_url,local_source_file
DIS,The Walt Disney Company,Communication Services,Entertainment,2026-01-09,CONVICTION_BUY,109.57,2026-05-20,HOLDING_PERIOD_EXIT,113.29,90,3.4,340.0,90,"C-Suite Conviction Buy: Insider_DIS_2026_1 (Chief Executive Officer) open-market purchase of $592,416.00",0001744489-26-000001,https://www.sec.gov/edgar/browse/?CIK=0001744489,data/industries/communication_services/entertainment/DIS_insider_trades.csv
ADBE,Adobe Inc.,Information Technology,Software - Infrastructure,2026-01-12,CONVICTION_BUY,573.36,2026-05-21,HOLDING_PERIOD_EXIT,573.92,90,0.1,10.0,90,"C-Suite Conviction Buy: Insider_ADBE_2026_11 (Chief Executive Officer) open-market purchase of $506,226.00",0000796343-26-000011,https://www.sec.gov/edgar/browse/?CIK=0000796343,data/industries/information_technology/software_infrastructure/ADBE_insider_trades.csv
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,2026-01-16,CONVICTION_BUY,191.49,2026-05-28,HOLDING_PERIOD_EXIT,190.01,90,-0.77,-77.0,70,"C-Suite Conviction Buy: Insider_GOOGL_2026_10 (Chief Financial Officer) open-market purchase of $198,395.00",0001652044-26-000010,https://www.sec.gov/edgar/browse/?CIK=0001652044,data/industries/communication_services/internet_content_information/GOOGL_insider_trades.csv
AXP,American Express Company,Financials,Credit Services,2026-01-20,CONVICTION_BUY,248.7,2026-05-29,HOLDING_PERIOD_EXIT,243.07,90,-2.26,-226.0,70,"C-Suite Conviction Buy: Insider_AXP_2026_10 (Chief Financial Officer) open-market purchase of $208,320.00",0000004962-26-000010,https://www.sec.gov/edgar/browse/?CIK=0000004962,data/industries/financials/credit_services/AXP_insider_trades.csv
AAPL,Apple Inc.,Information Technology,Consumer Electronics,2026-01-21,CONVICTION_BUY,292.11,2026-06-01,HOLDING_PERIOD_EXIT,299.55,90,2.55,255.0,95,"C-Suite Conviction Buy: Insider_AAPL_2026_13 (Chief Financial Officer) open-market purchase of $1,230,472.00",0000320193-26-000013,https://www.sec.gov/edgar/browse/?CIK=0000320193,data/industries/information_technology/consumer_electronics/AAPL_insider_trades.csv
AAPL,Apple Inc.,Information Technology,Consumer Electronics,2026-01-26,CONVICTION_BUY,288.64,2026-06-04,HOLDING_PERIOD_EXIT,304.48,90,5.49,549.0,95,"C-Suite Conviction Buy: Insider_AAPL_2026_13 (Chief Financial Officer) open-market purchase of $1,230,472.00",0000320193-26-000013,https://www.sec.gov/edgar/browse/?CIK=0000320193,data/industries/information_technology/consumer_electronics/AAPL_insider_trades.csv
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,2026-01-26,CONVICTION_BUY,185.12,2026-06-04,HOLDING_PERIOD_EXIT,189.07,90,2.13,213.0,70,"C-Suite Conviction Buy: Insider_GOOGL_2026_10 (Chief Financial Officer) open-market purchase of $198,395.00",0001652044-26-000010,https://www.sec.gov/edgar/browse/?CIK=0001652044,data/industries/communication_services/internet_content_information/GOOGL_insider_trades.csv
PANW,Palo Alto Networks Inc.,Information Technology,Software - Infrastructure,2026-01-27,CONVICTION_BUY,338.35,2026-06-05,HOLDING_PERIOD_EXIT,346.48,90,2.4,240.0,95,"C-Suite Conviction Buy: Insider_PANW_2026_7 (Chief Executive Officer) open-market purchase of $1,254,000.00",0001326801-26-000007,https://www.sec.gov/edgar/browse/?CIK=0001326801,data/industries/information_technology/software_infrastructure/PANW_insider_trades.csv
AMGN,Amgen Inc.,Health Care,Biotechnology,2026-01-29,CONVICTION_BUY,313.58,2026-06-09,HOLDING_PERIOD_EXIT,324.33,90,3.43,343.0,80,"C-Suite Conviction Buy: Insider_AMGN_2026_4 (Chief Financial Officer) open-market purchase of $285,720.00",0000031462-26-000004,https://www.sec.gov/edgar/browse/?CIK=0000031462,data/industries/health_care/biotechnology/AMGN_insider_trades.csv
AMGN,Amgen Inc.,Health Care,Biotechnology,2026-02-04,CONVICTION_BUY,312.92,2026-06-15,HOLDING_PERIOD_EXIT,324.05,90,3.56,356.0,80,"C-Suite Conviction Buy: Insider_AMGN_2026_4 (Chief Financial Officer) open-market purchase of $285,720.00",0000031462-26-000004,https://www.sec.gov/edgar/browse/?CIK=0000031462,data/industries/health_care/biotechnology/AMGN_insider_trades.csv
VRTX,Vertex Pharmaceuticals Incorporated,Health Care,Biotechnology,2026-02-05,CONVICTION_BUY,484.14,2026-06-16,HOLDING_PERIOD_EXIT,495.06,90,2.26,226.0,95,"C-Suite Conviction Buy: Insider_VRTX_2026_7 (Chief Financial Officer) open-market purchase of $1,285,956.00",0000875320-26-000007,https://www.sec.gov/edgar/browse/?CIK=0000875320,data/industries/health_care/biotechnology/VRTX_insider_trades.csv
VRTX,Vertex Pharmaceuticals Incorporated,Health Care,Biotechnology,2026-02-11,CONVICTION_BUY,487.96,2026-06-23,HOLDING_PERIOD_EXIT,481.11,90,-1.4,-140.0,95,"C-Suite Conviction Buy: Insider_VRTX_2026_7 (Chief Financial Officer) open-market purchase of $1,285,956.00",0000875320-26-000007,https://www.sec.gov/edgar/browse/?CIK=0000875320,data/industries/health_care/biotechnology/VRTX_insider_trades.csv
REGN,Regeneron Pharmaceuticals Inc.,Health Care,Biotechnology,2026-02-13,CONVICTION_BUY,1026.3,2026-06-25,HOLDING_PERIOD_EXIT,1020.4,90,-0.57,-57.0,80,"C-Suite Conviction Buy: Insider_REGN_2026_3 (Chief Financial Officer) open-market purchase of $408,000.00",0000872589-26-000003,https://www.sec.gov/edgar/browse/?CIK=0000872589,data/industries/health_care/biotechnology/REGN_insider_trades.csv
BA,The Boeing Company,Industrials,Aerospace & Defense,2026-02-13,CONVICTION_BUY,190.68,2026-06-25,HOLDING_PERIOD_EXIT,197.59,90,3.62,362.0,80,"C-Suite Conviction Buy: Insider_BA_2026_7 (Chief Financial Officer) open-market purchase of $298,655.00",0000012927-26-000007,https://www.sec.gov/edgar/browse/?CIK=0000012927,data/industries/industrials/aerospace_defense/BA_insider_trades.csv
AMGN,Amgen Inc.,Health Care,Biotechnology,2026-02-17,CONVICTION_BUY,319.53,2026-06-26,HOLDING_PERIOD_EXIT,320.38,90,0.27,27.0,90,"C-Suite Conviction Buy: Insider_AMGN_2026_5 (Chief Executive Officer) open-market purchase of $527,289.00",0000031462-26-000005,https://www.sec.gov/edgar/browse/?CIK=0000031462,data/industries/health_care/biotechnology/AMGN_insider_trades.csv
SYK,Stryker Corporation,Health Care,Medical Devices,2026-02-17,CONVICTION_BUY,348.43,2026-06-26,HOLDING_PERIOD_EXIT,348.12,90,-0.09,-9.0,90,"C-Suite Conviction Buy: Insider_SYK_2026_1 (Chief Executive Officer) open-market purchase of $729,912.00",0000310764-26-000001,https://www.sec.gov/edgar/browse/?CIK=0000310764,data/industries/health_care/medical_devices/SYK_insider_trades.csv
BA,The Boeing Company,Industrials,Aerospace & Defense,2026-02-19,CONVICTION_BUY,198.38,2026-06-30,HOLDING_PERIOD_EXIT,200.44,90,1.04,104.0,80,"C-Suite Conviction Buy: Insider_BA_2026_7 (Chief Financial Officer) open-market purchase of $298,655.00",0000012927-26-000007,https://www.sec.gov/edgar/browse/?CIK=0000012927,data/industries/industrials/aerospace_defense/BA_insider_trades.csv
