ticker,company_name,sector,industry,entry_date,entry_signal,entry_price,exit_date,exit_reason,exit_price,holding_days,return_pct,pnl_dollar,confidence_score,trigger_reason,trigger_accession,trigger_url,local_source_file
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,2026-01-05,HEAVY_SELL_EXIT,122.64,2026-05-14,HOLDING_PERIOD_EXIT,122.65,90,0.01,1.0,80,"Heavy Sell Exit: 2 executives sold $1,936,150.00 over 14 days",0000034088-25-000007,https://www.sec.gov/edgar/browse/?CIK=0000034088,data/industries/energy/oil_gas_integrated/XOM_insider_trades.csv
TGT,Target Corporation,Consumer Staples,Discount Stores,2026-01-06,HEAVY_SELL_EXIT,153.0,2026-05-15,HOLDING_PERIOD_EXIT,159.21,90,4.06,406.0,80,"Heavy Sell Exit: 2 executives sold $1,675,402.00 over 14 days",0000027419-25-000003,https://www.sec.gov/edgar/browse/?CIK=0000027419,data/industries/consumer_staples/discount_stores/TGT_insider_trades.csv
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,2026-01-08,HEAVY_SELL_EXIT,122.76,2026-05-19,HOLDING_PERIOD_EXIT,120.96,90,-1.47,-147.0,90,"Heavy Sell Exit: 3 executives sold $2,921,014.00 over 14 days",0000034088-25-000007,https://www.sec.gov/edgar/browse/?CIK=0000034088,data/industries/energy/oil_gas_integrated/XOM_insider_trades.csv
DIS,The Walt Disney Company,Communication Services,Entertainment,2026-01-09,CONVICTION_BUY,109.57,2026-05-20,HOLDING_PERIOD_EXIT,113.29,90,3.4,340.0,90,"C-Suite Conviction Buy: Insider_DIS_2026_1 (Chief Executive Officer) open-market purchase of $592,416.00",0001744489-26-000001,https://www.sec.gov/edgar/browse/?CIK=0001744489,data/industries/communication_services/entertainment/DIS_insider_trades.csv
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,2026-01-12,HEAVY_SELL_EXIT,482.05,2026-05-21,HOLDING_PERIOD_EXIT,474.52,90,-1.56,-156.0,80,"Heavy Sell Exit: 2 executives sold $1,511,135.00 over 14 days",0000936468-26-000003,https://www.sec.gov/edgar/browse/?CIK=0000936468,data/industries/industrials/aerospace_defense/LMT_insider_trades.csv
ADBE,Adobe Inc.,Information Technology,Software - Infrastructure,2026-01-12,CONVICTION_BUY,573.36,2026-05-21,HOLDING_PERIOD_EXIT,573.92,90,0.1,10.0,90,"C-Suite Conviction Buy: Insider_ADBE_2026_11 (Chief Executive Officer) open-market purchase of $506,226.00",0000796343-26-000011,https://www.sec.gov/edgar/browse/?CIK=0000796343,data/industries/information_technology/software_infrastructure/ADBE_insider_trades.csv
HD,The Home Depot Inc.,Consumer Discretionary,Home Improvement Retail,2026-01-14,HEAVY_SELL_EXIT,370.61,2026-05-26,HOLDING_PERIOD_EXIT,374.65,90,1.09,109.0,75,"Heavy Sell Exit: 2 executives sold $1,002,749.00 over 14 days",0000354950-26-000001,https://www.sec.gov/edgar/browse/?CIK=0000354950,data/industries/consumer_discretionary/home_improvement_retail/HD_insider_trades.csv
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,2026-01-16,CONVICTION_BUY,191.49,2026-05-28,HOLDING_PERIOD_EXIT,190.01,90,-0.77,-77.0,70,"C-Suite Conviction Buy: Insider_GOOGL_2026_10 (Chief Financial Officer) open-market purchase of $198,395.00",0001652044-26-000010,https://www.sec.gov/edgar/browse/?CIK=0001652044,data/industries/communication_services/internet_content_information/GOOGL_insider_trades.csv
AXP,American Express Company,Financials,Credit Services,2026-01-20,CONVICTION_BUY,248.7,2026-05-29,HOLDING_PERIOD_EXIT,243.07,90,-2.26,-226.0,70,"C-Suite Conviction Buy: Insider_AXP_2026_10 (Chief Financial Officer) open-market purchase of $208,320.00",0000004962-26-000010,https://www.sec.gov/edgar/browse/?CIK=0000004962,data/industries/financials/credit_services/AXP_insider_trades.csv
AXP,American Express Company,Financials,Credit Services,2026-01-20,CLUSTER_BUY,248.7,2026-05-29,HOLDING_PERIOD_EXIT,243.07,90,-2.26,-226.0,75,"Cluster Buy Trigger: 2 independent insiders purchased $677,940.00 within 14 days",0000004962-26-000013,https://www.sec.gov/edgar/browse/?CIK=0000004962,data/industries/financials/credit_services/AXP_insider_trades.csv
HD,The Home Depot Inc.,Consumer Discretionary,Home Improvement Retail,2026-01-20,HEAVY_SELL_EXIT,377.45,2026-05-29,HOLDING_PERIOD_EXIT,380.04,90,0.69,69.0,75,"Heavy Sell Exit: 3 executives sold $1,391,412.00 over 14 days",0000354950-26-000001,https://www.sec.gov/edgar/browse/?CIK=0000354950,data/industries/consumer_discretionary/home_improvement_retail/HD_insider_trades.csv
AAPL,Apple Inc.,Information Technology,Consumer Electronics,2026-01-21,CONVICTION_BUY,292.11,2026-06-01,HOLDING_PERIOD_EXIT,299.55,90,2.55,255.0,95,"C-Suite Conviction Buy: Insider_AAPL_2026_13 (Chief Financial Officer) open-market purchase of $1,230,472.00",0000320193-26-000013,https://www.sec.gov/edgar/browse/?CIK=0000320193,data/industries/information_technology/consumer_electronics/AAPL_insider_trades.csv
AAPL,Apple Inc.,Information Technology,Consumer Electronics,2026-01-26,CONVICTION_BUY,288.64,2026-06-04,HOLDING_PERIOD_EXIT,304.48,90,5.49,549.0,95,"C-Suite Conviction Buy: Insider_AAPL_2026_13 (Chief Financial Officer) open-market purchase of $1,230,472.00",0000320193-26-000013,https://www.sec.gov/edgar/browse/?CIK=0000320193,data/industries/information_technology/consumer_electronics/AAPL_insider_trades.csv
AAPL,Apple Inc.,Information Technology,Consumer Electronics,2026-01-26,HEAVY_SELL_EXIT,288.64,2026-06-04,HOLDING_PERIOD_EXIT,304.48,90,5.49,549.0,90,"Heavy Sell Exit: 2 executives sold $2,586,253.00 over 14 days",0000320193-26-000001,https://www.sec.gov/edgar/browse/?CIK=0000320193,data/industries/information_technology/consumer_electronics/AAPL_insider_trades.csv
V,Visa Inc.,Financials,Credit Services,2026-01-26,HEAVY_SELL_EXIT,287.39,2026-06-04,HOLDING_PERIOD_EXIT,282.98,90,-1.53,-153.0,80,"Heavy Sell Exit: 2 executives sold $1,579,545.00 over 14 days",0001403161-26-000013,https://www.sec.gov/edgar/browse/?CIK=0001403161,data/industries/financials/credit_services/V_insider_trades.csv
