ticker,company_name,sector,industry,entry_date,entry_signal,entry_price,exit_date,exit_reason,exit_price,holding_days,return_pct,pnl_dollar,confidence_score,trigger_reason,trigger_accession,trigger_url,local_source_file
META,Meta Platforms Inc.,Communication Services,Internet Content & Information,2021-01-14,CONVICTION_BUY,274.64,2021-04-13,HOLDING_PERIOD_EXIT,286.28,60,4.24,424.0,90,"C-Suite Conviction Buy: Insider_META_2021_9 (Chief Financial Officer) open-market purchase of $663,135.00",0001326801-21-000009,https://www.sec.gov/edgar/browse/?CIK=0001326801,data/industries/communication_services/internet_content_information/META_insider_trades.csv
SCHW,The Charles Schwab Corporation,Financials,Capital Markets,2021-01-22,CONVICTION_BUY,56.04,2021-04-20,HOLDING_PERIOD_EXIT,63.71,60,13.69,1369.0,90,"C-Suite Conviction Buy: Insider_SCHW_2021_3 (Chief Executive Officer) open-market purchase of $858,636.00",0000316709-21-000003,https://www.sec.gov/edgar/browse/?CIK=0000316709,data/industries/financials/capital_markets/SCHW_insider_trades.csv
BA,The Boeing Company,Industrials,Aerospace & Defense,2021-01-22,CONVICTION_BUY,209.21,2021-04-20,HOLDING_PERIOD_EXIT,212.97,60,1.8,180.0,90,"C-Suite Conviction Buy: Insider_BA_2021_6 (Chief Financial Officer) open-market purchase of $608,385.00",0000012927-21-000006,https://www.sec.gov/edgar/browse/?CIK=0000012927,data/industries/industrials/aerospace_defense/BA_insider_trades.csv
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,2021-01-26,CONVICTION_BUY,94.67,2021-04-22,HOLDING_PERIOD_EXIT,95.66,60,1.05,105.0,95,"C-Suite Conviction Buy: Insider_DUK_2021_6 (Chief Financial Officer) open-market purchase of $1,594,612.00",0001326160-21-000006,https://www.sec.gov/edgar/browse/?CIK=0001326160,data/industries/utilities/utilities_regulated_electric/DUK_insider_trades.csv
SLB,Schlumberger Limited,Energy,Oil & Gas Equipment,2021-02-08,HEAVY_SELL_EXIT,22.49,2021-05-05,HOLDING_PERIOD_EXIT,25.15,60,11.83,1183.0,85,"Heavy Sell Exit: 2 executives sold $2,108,301.00 over 14 days",0000087347-21-000007,https://www.sec.gov/edgar/browse/?CIK=0000087347,data/industries/energy/oil_gas_equipment/SLB_insider_trades.csv
TSLA,Tesla Inc.,Consumer Discretionary,Automotive,2021-02-11,CONVICTION_BUY,245.73,2021-05-10,HOLDING_PERIOD_EXIT,277.11,60,12.77,1277.0,95,"C-Suite Conviction Buy: Insider_TSLA_2021_3 (Chief Financial Officer) open-market purchase of $1,988,000.00",0001318605-21-000003,https://www.sec.gov/edgar/browse/?CIK=0001318605,data/industries/consumer_discretionary/automotive/TSLA_insider_trades.csv
UPS,United Parcel Service Inc.,Industrials,Integrated Freight & Logistics,2021-03-01,CONVICTION_BUY,172.1,2021-05-25,HOLDING_PERIOD_EXIT,189.97,60,10.38,1038.0,90,"C-Suite Conviction Buy: Insider_UPS_2021_4 (Chief Financial Officer) open-market purchase of $939,948.00",0001090727-21-000004,https://www.sec.gov/edgar/browse/?CIK=0001090727,data/industries/industrials/integrated_freight_logistics/UPS_insider_trades.csv
RTX,RTX Corporation,Industrials,Aerospace & Defense,2021-03-10,CONVICTION_BUY,72.58,2021-06-04,HOLDING_PERIOD_EXIT,76.65,60,5.61,561.0,90,"C-Suite Conviction Buy: Insider_RTX_2021_10 (Chief Financial Officer) open-market purchase of $587,424.00",0000101829-21-000010,https://www.sec.gov/edgar/browse/?CIK=0000101829,data/industries/industrials/aerospace_defense/RTX_insider_trades.csv
C,Citigroup Inc.,Financials,Banks - Diversified,2021-03-15,HEAVY_SELL_EXIT,60.29,2021-06-09,HOLDING_PERIOD_EXIT,62.35,60,3.42,342.0,85,"Heavy Sell Exit: 2 executives sold $2,324,519.00 over 14 days",0000831001-21-000009,https://www.sec.gov/edgar/browse/?CIK=0000831001,data/industries/financials/banks_diversified/C_insider_trades.csv
C,Citigroup Inc.,Financials,Banks - Diversified,2021-03-15,HEAVY_SELL_EXIT,60.29,2021-06-09,HOLDING_PERIOD_EXIT,62.35,60,3.42,342.0,85,"Heavy Sell Exit: 2 executives sold $2,324,519.00 over 14 days",0000831001-21-000009,https://www.sec.gov/edgar/browse/?CIK=0000831001,data/industries/financials/banks_diversified/C_insider_trades.csv
SBUX,Starbucks Corporation,Consumer Discretionary,Restaurants,2021-03-17,CONVICTION_BUY,107.7,2021-06-11,HOLDING_PERIOD_EXIT,114.16,60,6.0,600.0,95,"C-Suite Conviction Buy: Insider_SBUX_2021_9 (Chief Financial Officer) open-market purchase of $1,298,299.00",0000829224-21-000009,https://www.sec.gov/edgar/browse/?CIK=0000829224,data/industries/consumer_discretionary/restaurants/SBUX_insider_trades.csv
RTX,RTX Corporation,Industrials,Aerospace & Defense,2021-03-17,CONVICTION_BUY,73.46,2021-06-11,HOLDING_PERIOD_EXIT,79.3,60,7.95,795.0,90,"C-Suite Conviction Buy: Insider_RTX_2021_10 (Chief Financial Officer) open-market purchase of $587,424.00",0000101829-21-000010,https://www.sec.gov/edgar/browse/?CIK=0000101829,data/industries/industrials/aerospace_defense/RTX_insider_trades.csv
BA,The Boeing Company,Industrials,Aerospace & Defense,2021-03-22,CONVICTION_BUY,206.56,2021-06-16,HOLDING_PERIOD_EXIT,207.77,60,0.59,59.0,90,"C-Suite Conviction Buy: Insider_BA_2021_7 (Chief Financial Officer) open-market purchase of $713,440.00",0000012927-21-000007,https://www.sec.gov/edgar/browse/?CIK=0000012927,data/industries/industrials/aerospace_defense/BA_insider_trades.csv
GILD,Gilead Sciences Inc.,Health Care,Biotechnology,2021-03-29,CONVICTION_BUY,60.94,2021-06-23,HOLDING_PERIOD_EXIT,63.97,60,4.97,497.0,95,"C-Suite Conviction Buy: Insider_GILD_2021_1 (Chief Financial Officer) open-market purchase of $1,197,747.00",0000882095-21-000001,https://www.sec.gov/edgar/browse/?CIK=0000882095,data/industries/health_care/biotechnology/GILD_insider_trades.csv
RTX,RTX Corporation,Industrials,Aerospace & Defense,2021-04-05,CONVICTION_BUY,76.26,2021-06-29,HOLDING_PERIOD_EXIT,79.22,60,3.88,388.0,90,"C-Suite Conviction Buy: Insider_RTX_2021_1 (Chief Executive Officer) open-market purchase of $892,255.00",0000101829-21-000001,https://www.sec.gov/edgar/browse/?CIK=0000101829,data/industries/industrials/aerospace_defense/RTX_insider_trades.csv
MDT,Medtronic plc,Health Care,Medical Devices,2021-04-05,CONVICTION_BUY,112.61,2021-06-29,HOLDING_PERIOD_EXIT,110.77,60,-1.63,-163.0,90,"C-Suite Conviction Buy: Insider_MDT_2021_2 (Chief Financial Officer) open-market purchase of $966,570.00",0000143899-21-000002,https://www.sec.gov/edgar/browse/?CIK=0000143899,data/industries/health_care/medical_devices/MDT_insider_trades.csv
JPM,JPMorgan Chase & Co.,Financials,Banks - Diversified,2021-04-07,CONVICTION_BUY,132.47,2021-07-01,HOLDING_PERIOD_EXIT,145.46,60,9.81,981.0,95,"C-Suite Conviction Buy: Insider_JPM_2021_4 (Chief Executive Officer) open-market purchase of $1,129,028.00",0000019617-21-000004,https://www.sec.gov/edgar/browse/?CIK=0000019617,data/industries/financials/banks_diversified/JPM_insider_trades.csv
TMUS,T-Mobile US Inc.,Communication Services,Telecom Services,2021-04-13,HEAVY_SELL_EXIT,128.97,2021-07-08,HOLDING_PERIOD_EXIT,123.9,60,-3.93,-393.0,90,"Heavy Sell Exit: 2 executives sold $2,615,184.00 over 14 days",0001283699-21-000002,https://www.sec.gov/edgar/browse/?CIK=0001283699,data/industries/communication_services/telecom_services/TMUS_insider_trades.csv
RTX,RTX Corporation,Industrials,Aerospace & Defense,2021-04-14,CONVICTION_BUY,74.38,2021-07-09,HOLDING_PERIOD_EXIT,78.77,60,5.9,590.0,90,"C-Suite Conviction Buy: Insider_RTX_2021_1 (Chief Executive Officer) open-market purchase of $892,255.00",0000101829-21-000001,https://www.sec.gov/edgar/browse/?CIK=0000101829,data/industries/industrials/aerospace_defense/RTX_insider_trades.csv
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,2021-04-14,CONVICTION_BUY,347.32,2021-07-09,HOLDING_PERIOD_EXIT,358.86,60,3.32,332.0,90,"C-Suite Conviction Buy: Insider_LMT_2021_13 (Chief Financial Officer) open-market purchase of $788,568.00",0000936468-21-000013,https://www.sec.gov/edgar/browse/?CIK=0000936468,data/industries/industrials/aerospace_defense/LMT_insider_trades.csv
JPM,JPMorgan Chase & Co.,Financials,Banks - Diversified,2021-04-19,CONVICTION_BUY,133.23,2021-07-14,HOLDING_PERIOD_EXIT,147.1,60,10.41,1041.0,95,"C-Suite Conviction Buy: Insider_JPM_2021_4 (Chief Executive Officer) open-market purchase of $1,129,028.00",0000019617-21-000004,https://www.sec.gov/edgar/browse/?CIK=0000019617,data/industries/financials/banks_diversified/JPM_insider_trades.csv
TMUS,T-Mobile US Inc.,Communication Services,Telecom Services,2021-04-19,HEAVY_SELL_EXIT,126.27,2021-07-14,HOLDING_PERIOD_EXIT,124.23,60,-1.62,-162.0,90,"Heavy Sell Exit: 3 executives sold $2,809,004.00 over 14 days",0001283699-21-000002,https://www.sec.gov/edgar/browse/?CIK=0001283699,data/industries/communication_services/telecom_services/TMUS_insider_trades.csv
MRNA,Moderna Inc.,Health Care,Biotechnology,2021-04-27,CONVICTION_BUY,150.35,2021-07-22,HOLDING_PERIOD_EXIT,189.64,60,26.13,2613.0,95,"C-Suite Conviction Buy: Insider_MRNA_2021_14 (Chief Executive Officer) open-market purchase of $1,894,656.00",0001682852-21-000014,https://www.sec.gov/edgar/browse/?CIK=0001682852,data/industries/health_care/biotechnology/MRNA_insider_trades.csv
