ticker,company_name,sector,industry,entry_date,entry_signal,entry_price,exit_date,exit_reason,exit_price,holding_days,return_pct,pnl_dollar,confidence_score,trigger_reason,trigger_accession,trigger_url,local_source_file
BA,The Boeing Company,Industrials,Aerospace & Defense,2026-02-26,CLUSTER_BUY,198.39,2026-07-08,HOLDING_PERIOD_EXIT,198.54,90,0.08,8.0,75,"Cluster Buy Trigger: 2 independent insiders purchased $1,147,175.00 within 14 days",0000012927-26-000007,https://www.sec.gov/edgar/browse/?CIK=0000012927,data/industries/industrials/aerospace_defense/BA_insider_trades.csv
KO,The Coca-Cola Company,Consumer Staples,Beverages - Non-Alcoholic,2026-02-26,CONVICTION_BUY,66.36,2026-07-08,HOLDING_PERIOD_EXIT,66.35,90,-0.02,-2.0,95,"C-Suite Conviction Buy: Insider_KO_2026_4 (Chief Executive Officer) open-market purchase of $2,121,050.00",0000021344-26-000004,https://www.sec.gov/edgar/browse/?CIK=0000021344,data/industries/consumer_staples/beverages_non_alcoholic/KO_insider_trades.csv
AMD,Advanced Micro Devices Inc.,Information Technology,Semiconductors,2026-02-27,CLUSTER_BUY,435.35,2026-07-09,HOLDING_PERIOD_EXIT,469.77,90,7.91,791.0,75,"Cluster Buy Trigger: 2 independent insiders purchased $654,663.00 within 14 days",0000002488-26-000005,https://www.sec.gov/edgar/browse/?CIK=0000002488,data/industries/information_technology/semiconductors/AMD_insider_trades.csv
AMD,Advanced Micro Devices Inc.,Information Technology,Semiconductors,2026-02-27,HEAVY_SELL_EXIT,435.35,2026-07-09,HOLDING_PERIOD_EXIT,469.77,90,7.91,791.0,80,"Heavy Sell Exit: 2 executives sold $1,518,330.00 over 14 days",0000002488-26-000010,https://www.sec.gov/edgar/browse/?CIK=0000002488,data/industries/information_technology/semiconductors/AMD_insider_trades.csv
COP,ConocoPhillips,Energy,Oil & Gas E&P,2026-03-02,CONVICTION_BUY,124.92,2026-07-10,HOLDING_PERIOD_EXIT,122.66,90,-1.81,-181.0,95,"C-Suite Conviction Buy: Insider_COP_2026_6 (Chief Executive Officer) open-market purchase of $1,736,636.00",0001163165-26-000006,https://www.sec.gov/edgar/browse/?CIK=0001163165,data/industries/energy/oil_gas_ep/COP_insider_trades.csv
COP,ConocoPhillips,Energy,Oil & Gas E&P,2026-03-02,CLUSTER_BUY,124.92,2026-07-10,HOLDING_PERIOD_EXIT,122.66,90,-1.81,-181.0,75,"Cluster Buy Trigger: 2 independent insiders purchased $2,227,388.00 within 14 days",0001163165-26-000006,https://www.sec.gov/edgar/browse/?CIK=0001163165,data/industries/energy/oil_gas_ep/COP_insider_trades.csv
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,2026-03-02,HEAVY_SELL_EXIT,120.11,2026-07-10,HOLDING_PERIOD_EXIT,123.65,90,2.95,295.0,85,"Heavy Sell Exit: 2 executives sold $2,063,710.00 over 14 days",0000034088-26-000003,https://www.sec.gov/edgar/browse/?CIK=0000034088,data/industries/energy/oil_gas_integrated/XOM_insider_trades.csv
AVGO,Broadcom Inc.,Information Technology,Semiconductors,2026-03-04,CONVICTION_BUY,392.24,2026-07-14,HOLDING_PERIOD_EXIT,401.88,90,2.46,246.0,95,"C-Suite Conviction Buy: Insider_AVGO_2026_2 (Chief Financial Officer) open-market purchase of $1,839,100.00",0001441634-26-000002,https://www.sec.gov/edgar/browse/?CIK=0001441634,data/industries/information_technology/semiconductors/AVGO_insider_trades.csv
LLY,Eli Lilly and Company,Health Care,Pharmaceuticals,2026-03-04,CONVICTION_BUY,881.11,2026-07-14,HOLDING_PERIOD_EXIT,861.73,90,-2.2,-220.0,90,"C-Suite Conviction Buy: Insider_LLY_2026_2 (Chief Financial Officer) open-market purchase of $843,430.00",0000059478-26-000002,https://www.sec.gov/edgar/browse/?CIK=0000059478,data/industries/health_care/pharmaceuticals/LLY_insider_trades.csv
MDT,Medtronic plc,Health Care,Medical Devices,2026-03-09,HEAVY_SELL_EXIT,87.81,2026-07-17,HOLDING_PERIOD_EXIT,88.63,90,0.93,93.0,85,"Heavy Sell Exit: 2 executives sold $2,159,431.00 over 14 days",0000143899-26-000002,https://www.sec.gov/edgar/browse/?CIK=0000143899,data/industries/health_care/medical_devices/MDT_insider_trades.csv
