ticker,company_name,cik,sector,industry,filing_date,transaction_date,reporting_owner_cik,reporting_owner_name,officer_title,is_director,is_officer,is_ten_percent_owner,transaction_code,acquired_disposed_code,shares,price_per_share,total_value,shares_owned_following,direct_or_indirect,is_open_market_buy,is_open_market_sell,accession_number
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2026-07-28,2026-07-27,1875955,Insider_LIN_2026_7,Executive Vice President,False,True,False,S,D,1100.0,352.83,388113.0,31900.0,D,False,True,0001707925-26-000007
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2026-07-10,2026-07-09,1135367,Insider_LIN_2026_1,Chief Executive Officer,False,True,False,S,D,1900.0,425.53,808507.0,81700.0,D,False,True,0001707925-26-000001
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2026-06-04,2026-06-03,1834190,Insider_LIN_2026_3,Chief Financial Officer,False,True,False,S,D,3900.0,50.56,197184.0,54600.0,D,False,True,0001707925-26-000003
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2026-05-20,2026-05-19,1513690,Insider_LIN_2026_2,Director,True,False,False,S,D,5000.0,397.76,1988800.0,200000.0,D,False,True,0001707925-26-000002
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2026-05-20,2026-05-19,1621078,Insider_LIN_2026_5,General Counsel,False,False,False,S,D,5000.0,352.22,1761100.0,155000.0,D,False,True,0001707925-26-000005
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2026-05-02,2026-05-01,1665040,Insider_LIN_2026_6,Chief Financial Officer,False,True,False,A,A,1100.0,149.7,164670.0,18700.0,D,False,False,0001707925-26-000006
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2026-02-04,2026-02-03,1331035,Insider_LIN_2026_4,Director,True,False,False,S,D,4100.0,84.02,344482.0,200900.0,D,False,True,0001707925-26-000004
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2025-12-01,2025-11-30,1741523,Insider_LIN_2025_4,Executive Vice President,False,True,False,S,D,4600.0,181.93,836878.0,124200.0,D,False,True,0001707925-25-000004
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2025-11-30,2025-11-29,1723771,Insider_LIN_2025_2,Director,True,False,False,S,D,4400.0,134.33,591052.0,198000.0,D,False,True,0001707925-25-000002
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2025-09-17,2025-09-16,1551977,Insider_LIN_2025_6,General Counsel,False,False,False,S,D,3500.0,252.85,884975.0,42000.0,D,False,True,0001707925-25-000006
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2025-07-15,2025-07-14,1143293,Insider_LIN_2025_8,Chief Operating Officer,False,True,False,S,D,3100.0,393.29,1219199.0,46500.0,D,False,True,0001707925-25-000008
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2025-07-14,2025-07-13,1181951,Insider_LIN_2025_7,Executive Vice President,False,True,False,S,D,4100.0,309.77,1270057.0,176300.0,D,False,True,0001707925-25-000007
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2025-05-09,2025-05-08,1745914,Insider_LIN_2025_3,Chief Executive Officer,False,True,False,P,A,2200.0,395.18,869396.0,33000.0,D,True,False,0001707925-25-000003
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2025-03-28,2025-03-27,1989860,Insider_LIN_2025_5,Executive Vice President,False,True,False,S,D,1000.0,128.16,128160.0,43000.0,D,False,True,0001707925-25-000005
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2025-03-27,2025-03-26,1361277,Insider_LIN_2025_1,Director,True,False,False,S,D,1300.0,223.63,290719.0,61100.0,D,False,True,0001707925-25-000001
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2025-01-21,2025-01-20,1131317,Insider_LIN_2025_9,Chief Executive Officer,False,True,False,S,D,1700.0,112.73,191641.0,32300.0,D,False,True,0001707925-25-000009
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2024-12-23,2024-12-22,1966385,Insider_LIN_2024_10,Director,True,False,False,P,A,3000.0,94.92,284760.0,135000.0,D,True,False,0001707925-24-000010
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2024-11-10,2024-11-09,1276638,Insider_LIN_2024_6,General Counsel,False,False,False,P,A,1300.0,295.34,383942.0,48100.0,D,True,False,0001707925-24-000006
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2024-11-06,2024-11-05,1988251,Insider_LIN_2024_7,Chief Financial Officer,False,True,False,A,A,1200.0,395.93,475116.0,54000.0,D,False,False,0001707925-24-000007
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2024-06-17,2024-06-16,1351419,Insider_LIN_2024_1,Chief Executive Officer,False,True,False,S,D,700.0,172.31,120617.0,27300.0,D,False,True,0001707925-24-000001
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2024-06-07,2024-06-06,1910746,Insider_LIN_2024_5,General Counsel,False,False,False,P,A,2100.0,244.85,514185.0,33600.0,D,True,False,0001707925-24-000005
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2024-06-03,2024-06-02,1610968,Insider_LIN_2024_3,Director,True,False,False,P,A,1500.0,117.51,176265.0,64500.0,D,True,False,0001707925-24-000003
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2024-05-05,2024-05-04,1998056,Insider_LIN_2024_2,Director,True,False,False,S,D,3900.0,90.9,354510.0,54600.0,D,False,True,0001707925-24-000002
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2024-04-25,2024-04-24,1238176,Insider_LIN_2024_4,Executive Vice President,False,True,False,S,D,1300.0,382.12,496756.0,28600.0,D,False,True,0001707925-24-000004
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2024-01-22,2024-01-21,1285040,Insider_LIN_2024_9,Chief Operating Officer,False,True,False,S,D,3200.0,354.35,1133920.0,99200.0,D,False,True,0001707925-24-000009
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2024-01-07,2024-01-06,1988816,Insider_LIN_2024_8,Director,True,False,False,P,A,4200.0,53.98,226716.0,184800.0,D,True,False,0001707925-24-000008
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2023-11-20,2023-11-19,1177972,Insider_LIN_2023_9,Executive Vice President,False,True,False,S,D,1600.0,127.79,204464.0,54400.0,D,False,True,0001707925-23-000009
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2023-09-15,2023-09-14,1840250,Insider_LIN_2023_7,Chief Financial Officer,False,True,False,S,D,1000.0,405.66,405660.0,16000.0,D,False,True,0001707925-23-000007
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2023-09-13,2023-09-12,1150104,Insider_LIN_2023_4,General Counsel,False,False,False,P,A,1700.0,390.55,663935.0,78200.0,D,True,False,0001707925-23-000004
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2023-08-13,2023-08-12,1505699,Insider_LIN_2023_3,Chief Operating Officer,False,True,False,M,A,3300.0,338.92,1118436.0,165000.0,D,False,False,0001707925-23-000003
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2023-07-28,2023-07-27,1865101,Insider_LIN_2023_1,Director,True,False,False,S,D,1200.0,408.99,490788.0,20400.0,D,False,True,0001707925-23-000001
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2023-02-20,2023-02-19,1351484,Insider_LIN_2023_5,Chief Operating Officer,False,True,False,S,D,3200.0,375.5,1201600.0,92800.0,D,False,True,0001707925-23-000005
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2023-02-10,2023-02-09,1580814,Insider_LIN_2023_2,Chief Financial Officer,False,True,False,S,D,1000.0,173.92,173920.0,37000.0,D,False,True,0001707925-23-000002
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2023-02-06,2023-02-05,1350578,Insider_LIN_2023_6,Chief Operating Officer,False,True,False,P,A,1400.0,388.27,543578.0,58800.0,D,True,False,0001707925-23-000006
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2023-02-01,2023-01-31,1500313,Insider_LIN_2023_10,Executive Vice President,False,True,False,S,D,800.0,262.24,209792.0,18400.0,D,False,True,0001707925-23-000010
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2023-01-15,2023-01-14,1292295,Insider_LIN_2023_8,Chief Executive Officer,False,True,False,S,D,3900.0,389.16,1517724.0,120900.0,D,False,True,0001707925-23-000008
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-12-31,2022-12-30,1126752,Insider_LIN_2022_13,Director,True,False,False,P,A,900.0,297.87,268083.0,15300.0,D,True,False,0001707925-22-000013
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-12-22,2022-12-21,1635845,Insider_LIN_2022_3,Director,True,False,False,S,D,1200.0,274.6,329520.0,38400.0,D,False,True,0001707925-22-000003
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-12-13,2022-12-12,1734071,Insider_LIN_2022_5,Director,True,False,False,S,D,3000.0,225.93,677790.0,63000.0,D,False,True,0001707925-22-000005
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-11-17,2022-11-16,1362113,Insider_LIN_2022_11,Chief Operating Officer,False,True,False,S,D,2200.0,358.3,788260.0,22000.0,D,False,True,0001707925-22-000011
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-09-29,2022-09-28,1919884,Insider_LIN_2022_1,General Counsel,False,False,False,S,D,2700.0,426.85,1152495.0,54000.0,D,False,True,0001707925-22-000001
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-08-13,2022-08-12,1768611,Insider_LIN_2022_9,General Counsel,False,False,False,A,A,4400.0,164.49,723756.0,145200.0,D,False,False,0001707925-22-000009
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-06-28,2022-06-27,1994428,Insider_LIN_2022_6,Director,True,False,False,P,A,2500.0,204.36,510900.0,107500.0,D,True,False,0001707925-22-000006
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-06-02,2022-06-01,1662850,Insider_LIN_2022_2,Chief Financial Officer,False,True,False,S,D,3900.0,152.21,593619.0,163800.0,D,False,True,0001707925-22-000002
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-06-02,2022-06-01,1305285,Insider_LIN_2022_8,Chief Operating Officer,False,True,False,M,A,2900.0,426.03,1235487.0,31900.0,D,False,False,0001707925-22-000008
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-05-08,2022-05-07,1656926,Insider_LIN_2022_4,Chief Financial Officer,False,True,False,M,A,1800.0,373.19,671742.0,77400.0,D,False,False,0001707925-22-000004
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-03-10,2022-03-09,1874991,Insider_LIN_2022_10,Chief Executive Officer,False,True,False,S,D,4800.0,351.9,1689120.0,48000.0,D,False,True,0001707925-22-000010
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-03-01,2022-02-28,1413665,Insider_LIN_2022_7,Executive Vice President,False,True,False,S,D,5000.0,293.9,1469500.0,110000.0,D,False,True,0001707925-22-000007
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-01-17,2022-01-16,1214341,Insider_LIN_2022_12,Chief Operating Officer,False,True,False,S,D,4300.0,120.15,516645.0,107500.0,D,False,True,0001707925-22-000012
LIN,Linde plc,1707925,Materials,Specialty Chemicals,2022-01-10,2022-01-09,1787574,Insider_LIN_2022_14,Chief Executive Officer,False,True,False,M,A,3100.0,76.16,236096.0,58900.0,D,False,False,0001707925-22-000014
LIN,Linde plc,0001707925,Materials,Specialty Chemicals,2021-09-17,2021-09-16,0001273131,Insider_LIN_2021_2,General Counsel,False,False,False,S,D,3400.0,303.1,1030540.0,95200.0,D,False,True,0001707925-21-000002
LIN,Linde plc,0001707925,Materials,Specialty Chemicals,2021-09-03,2021-09-02,0001269922,Insider_LIN_2021_6,Chief Executive Officer,False,True,False,P,A,700.0,438.18,306726.0,19600.0,D,True,False,0001707925-21-000006
LIN,Linde plc,0001707925,Materials,Specialty Chemicals,2021-07-27,2021-07-26,0001956805,Insider_LIN_2021_1,Chief Executive Officer,False,True,False,S,D,4400.0,437.46,1924824.0,66000.0,D,False,True,0001707925-21-000001
LIN,Linde plc,0001707925,Materials,Specialty Chemicals,2021-07-21,2021-07-20,0001582752,Insider_LIN_2021_5,Director,True,False,False,S,D,4300.0,269.39,1158377.0,184900.0,D,False,True,0001707925-21-000005
LIN,Linde plc,0001707925,Materials,Specialty Chemicals,2021-07-10,2021-07-09,0001363310,Insider_LIN_2021_4,Chief Financial Officer,False,True,False,S,D,3700.0,323.81,1198097.0,62900.0,D,False,True,0001707925-21-000004
LIN,Linde plc,0001707925,Materials,Specialty Chemicals,2021-05-29,2021-05-28,0001802407,Insider_LIN_2021_3,Director,True,False,False,S,D,4800.0,416.98,2001504.0,129600.0,D,False,True,0001707925-21-000003
